epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,1658.91,0.6113,0.85536,0.89425,0.82717,0.71075,0.77759,0.67774,0.52976,0.65393,0.86051,9.03643e-05,9.03643e-05,9.03643e-05
49,1690.02,0.60661,0.81874,0.88483,0.74773,0.74514,0.77113,0.67176,0.53583,0.66632,0.86309,8.86912e-05,8.86912e-05,8.86912e-05
50,1724.24,0.61461,0.82695,0.89797,0.78998,0.71167,0.76961,0.67078,0.53776,0.66364,0.86396,8.70181e-05,8.70181e-05,8.70181e-05
51,1758.67,0.60614,0.82952,0.89091,0.77462,0.69853,0.76568,0.67104,0.51676,0.66564,0.85424,8.5345e-05,8.5345e-05,8.5345e-05
52,1791.97,0.61763,0.8272,0.89922,0.80707,0.71289,0.78503,0.69052,0.52442,0.63931,0.85917,8.36719e-05,8.36719e-05,8.36719e-05
53,1825.85,0.59984,0.81289,0.88599,0.80636,0.71411,0.77132,0.67449,0.52157,0.64923,0.85611,8.19988e-05,8.19988e-05,8.19988e-05
54,1861.64,0.61421,0.79816,0.89985,0.79978,0.70687,0.78509,0.68704,0.52114,0.63453,0.856,8.03257e-05,8.03257e-05,8.03257e-05
55,1894.16,0.59906,0.77723,0.89519,0.8572,0.70934,0.78372,0.68414,0.52462,0.62898,0.85711,7.86526e-05,7.86526e-05,7.86526e-05
56,1925.42,0.61228,0.80133,0.89559,0.80757,0.71737,0.78173,0.68098,0.52718,0.63268,0.85618,7.69795e-05,7.69795e-05,7.69795e-05
57,1957.44,0.60396,0.78861,0.88711,0.79864,0.73403,0.79056,0.68945,0.52983,0.63222,0.85902,7.53064e-05,7.53064e-05,7.53064e-05
58,1989.18,0.60386,0.76911,0.89048,0.76911,0.76537,0.79741,0.69629,0.52986,0.62538,0.85791,7.36333e-05,7.36333e-05,7.36333e-05
59,2020.68,0.60804,0.78673,0.89428,0.84696,0.73415,0.783,0.68477,0.52588,0.62878,0.85997,7.19602e-05,7.19602e-05,7.19602e-05
60,2052.75,0.60634,0.7625,0.89387,0.83046,0.72794,0.78504,0.6848,0.52585,0.62841,0.85537,7.02871e-05,7.02871e-05,7.02871e-05
61,2084.29,0.59764,0.74025,0.88908,0.85106,0.73027,0.81322,0.70769,0.52313,0.60873,0.85495,6.8614e-05,6.8614e-05,6.8614e-05
62,2118.36,0.59897,0.75351,0.88949,0.81833,0.74544,0.80024,0.69611,0.52074,0.61652,0.85482,6.69409e-05,6.69409e-05,6.69409e-05
63,2150.14,0.58541,0.71753,0.88192,0.80169,0.72676,0.78034,0.67702,0.53642,0.62375,0.86063,6.52678e-05,6.52678e-05,6.52678e-05
64,2188.94,0.59105,0.72423,0.88318,0.805,0.72653,0.79138,0.6885,0.53177,0.62373,0.85885,6.35947e-05,6.35947e-05,6.35947e-05
65,2223.19,0.5918,0.71111,0.88668,0.75798,0.74178,0.77933,0.68099,0.52611,0.63151,0.85601,6.19216e-05,6.19216e-05,6.19216e-05
66,2259.51,0.58717,0.72694,0.89015,0.77606,0.74825,0.80605,0.70358,0.52145,0.61316,0.85582,6.02485e-05,6.02485e-05,6.02485e-05
67,2289.98,0.59133,0.7195,0.89197,0.80763,0.73903,0.79444,0.69353,0.52708,0.60629,0.85514,5.85754e-05,5.85754e-05,5.85754e-05
68,2324.5,0.58792,0.69596,0.88855,0.80989,0.75125,0.79705,0.69496,0.51939,0.5946,0.85328,5.69023e-05,5.69023e-05,5.69023e-05
69,2357.14,0.59542,0.7089,0.89025,0.80724,0.75468,0.80213,0.69879,0.52039,0.60111,0.85438,5.52292e-05,5.52292e-05,5.52292e-05
70,2391.55,0.58491,0.70342,0.88741,0.80009,0.74312,0.79329,0.69026,0.52486,0.59495,0.85514,5.35561e-05,5.35561e-05,5.35561e-05
71,2428.74,0.57778,0.68507,0.88349,0.79953,0.75112,0.79345,0.69243,0.51629,0.59674,0.85228,5.1883e-05,5.1883e-05,5.1883e-05
